questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q054,D,EL,EL_TENSION,recovery_adjustment,social_input_sensitive,"social_modulation, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [clarity_decision_axis, social_distance_axis, recovery_margin_axis, emotional_load_axis]",social_input_sensitive: cross-family primary exception bounded by EL_TENSION source context; does not create independent clarity_decision conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q054,E,EL,EL_TENSION,recovery_adjustment,scope_expansion,"inner_weight_accumulation, boundary_awareness, method_shift","[recovery_adjustment_axis] + [boundary_scope_axis, emotional_load_axis, recovery_margin_axis]",scope_expansion: cross-family primary exception bounded by EL_TENSION source context; does not create independent boundary conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q055,A,EL,EL_TENSION,reflection_revisit,reply_pressure,"reply_delay_buffer, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis, emotional_load_axis]",reply_pressure: cross-family primary exception bounded by EL_TENSION source context; does not create independent social_distance conclusion; reply_delay_buffer: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_human_review_sensitive,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q055,B,EL,EL_TENSION,reflection_revisit,atmosphere_reading,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis, emotional_load_axis]",atmosphere_reading: cross-family primary exception bounded by EL_TENSION source context; does not create independent social_distance conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q055,C,EL,EL_TENSION,reflection_revisit,unclear_load,"later_review, self_observation_strength","[awareness_reflection_axis] + [emotional_load_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q055,D,EL,EL_TENSION,reflection_revisit,later_review,"small_start, self_observation_strength","[awareness_reflection_axis] + [awareness_reflection_axis, rhythm_structure_axis, emotional_load_axis]",later_review: cross-family primary exception bounded by EL_TENSION source context; does not create independent self_observation conclusion; small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q055,E,EL,EL_TENSION,reflection_revisit,recovery_margin_need,"quiet_reset_need, later_review, self_observation_strength","[awareness_reflection_axis, recovery_adjustment_axis] + [recovery_margin_axis, emotional_load_axis, awareness_reflection_axis]",recovery_margin_need: cross-family primary exception bounded by EL_TENSION source context; does not create independent recovery_pattern conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_therapy_or_wellness_prescription; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q056,A,EL,EL_AFTER_EFFECT,core_behavior,transition_reentry,none,"[baseline_tendency_axis] + [rhythm_structure_axis, emotional_load_axis]",transition_reentry: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent rhythm_daily_flow conclusion,1,L,public_safe,needs_review,source_bounded_cross_family_primary,source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,"cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q056,B,EL,EL_AFTER_EFFECT,core_behavior,transition_buffer,none,"[baseline_tendency_axis] + [rhythm_structure_axis, emotional_load_axis]",transition_buffer: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent rhythm_daily_flow conclusion,0,L,public_safe,needs_review,source_bounded_cross_family_primary,source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q056,C,EL,EL_AFTER_EFFECT,core_behavior,post_event_residue,"load_externalization, later_review","[baseline_tendency_axis, awareness_reflection_axis] + [emotional_load_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q056,D,EL,EL_AFTER_EFFECT,core_behavior,delayed_notice,"social_modulation, returnable_distance, post_event_residue","[baseline_tendency_axis, social_context_modulation_axis, awareness_reflection_axis] + [awareness_reflection_axis, social_distance_axis, emotional_load_axis]",delayed_notice: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent self_observation conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
